"Местное время в Иркутске (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.01.2018 08:00";"-38.8";"736.9";"792.2";"";"66";"Ветер, дующий с северо-востока";"2";"";"";"50%.";" ";"";"";"-38.8";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-42.7";"";"";"";"";"";"";
"25.01.2018 05:00";"-37.3";"736.9";"791.8";"";"67";"Ветер, дующий с северо-северо-востока";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-41.1";"";"";"";"";"";"";
"25.01.2018 02:00";"-34.9";"737.3";"791.8";"";"70";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-38.4";"";"";"";"";"";"";
"24.01.2018 23:00";"-31.7";"737.5";"791.2";"";"73";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-34.9";"";"";"";"";"";"";
"24.01.2018 20:00";"-30.1";"737.1";"790.5";"";"73";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"-27.8";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-33.4";"";"";"";"";"";"";
"24.01.2018 17:00";"-28.1";"736.4";"789.3";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"4.0";"-31.9";"";"";"";"";"";"";
"24.01.2018 11:00";"-35.9";"736.1";"790.7";"";"68";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"100-200";"";"";"1.7";"-39.7";"";"";"";"";"";"";
"24.01.2018 08:00";"-37.8";"735.0";"790.0";"";"67";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"-38.0";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-41.6";"";"";"";"";"";"";
"24.01.2018 05:00";"-35.4";"734.3";"788.8";"";"69";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-39.0";"";"";"";"";"";"";
"24.01.2018 02:00";"-32.9";"733.2";"787.0";"";"71";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"300-600";"";"";"10.0";"-36.3";"";"";"";"";"";"";
"23.01.2018 23:00";"-32.1";"732.1";"785.6";"";"72";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-35.5";"";"";"";"";"";"";
"23.01.2018 20:00";"-28.4";"731.4";"784.0";"";"75";"Ветер, дующий с северо-северо-востока";"2";"";"";"60%.";" ";"";"";"";"-21.7";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.5";"";"";"";"";"";"";
"23.01.2018 17:00";"-25.3";"730.8";"782.6";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-28.5";"";"";"";"";"";"";
"23.01.2018 14:00";"-25.5";"730.4";"782.3";"";"69";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"4.0";"-29.6";"";"";"";"";"";"";
"23.01.2018 11:00";"-28.4";"730.6";"783.2";"";"74";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"600-1000";"";"";"4.0";"-31.6";"";"";"";"";"";"";
"23.01.2018 08:00";"-30.6";"730.5";"783.5";"";"73";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-32.1";"";"";"60%.";"600-1000";"";"";"2.0";"-33.9";"";"";"";"";"";"";
"23.01.2018 05:00";"-31.0";"730.9";"784.0";"";"73";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"60%.";"600-1000";"";"";"4.0";"-34.3";"";"";"";"";"";"";
"23.01.2018 02:00";"-29.9";"731.3";"784.3";"";"73";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"4.0";"-33.2";"";"";"";"";"";"";
"22.01.2018 20:00";"-30.7";"732.5";"785.7";"";"72";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"-29.5";"";"60%.";"600-1000";"";"";"4.9";"-34.1";"";"";"";"";"";"";
"22.01.2018 17:00";"-30.4";"733.6";"786.9";"";"70";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1000-1500";"";"";"4.0";"-34.1";"";"";"";"";"";"";
"22.01.2018 14:00";"-31.3";"734.5";"787.9";"";"69";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"60%.";"600-1000";"";"";"2.0";"-35.1";"";"";"";"";"";"";
"22.01.2018 11:00";"-35.8";"735.7";"790.4";"";"68";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"100%.";"1000-1500";"";"";"2.5";"-39.6";"";"";"";"";"";"";
"22.01.2018 08:00";"-39.2";"736.2";"791.6";"";"65";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-40.9";"";"";"100%.";"300-600";"";"";"1.4";"-43.2";"";"";"";"";"";"";
"22.01.2018 05:00";"-40.3";"736.6";"792.4";"";"65";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"60%.";"50-100";"";"";"2.4";"-44.3";"";"";"";"";"";"";
"22.01.2018 02:00";"-40.1";"737.5";"793.2";"";"65";"Ветер, дующий с востока";"2";"";"";"60%.";" ";"";"";"";"";"";"20–30%.";"50-100";"";"";"1.0";"-44.1";"";"";"";"";"";"";
"21.01.2018 23:00";"-39.0";"738.1";"793.6";"";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"40%.";"100-200";"";"";"0.9";"-42.9";"";"";"";"";"";"";
"21.01.2018 20:00";"-35.5";"738.7";"793.4";"";"69";"Ветер, дующий с востоко-северо-востока";"2";"";"";"70 – 80%.";" ";"";"";"";"-32.7";"";"50%.";"100-200";"";"";"1.6";"-39.1";"";"";"";"";"";"";
"21.01.2018 17:00";"-33.0";"738.7";"792.9";"";"69";"Ветер, дующий с севера";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"50%.";"300-600";"";"";"3.5";"-36.7";"";"";"";"";"";"";
"21.01.2018 14:00";"-33.6";"738.9";"793.3";"";"68";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"200-300";"";"";"4.0";"-37.5";"";"";"";"";"";"";
"21.01.2018 11:00";"-36.6";"739.6";"794.6";"";"67";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"100-200";"";"";"2.0";"-40.5";"";"";"";"";"";"";
"21.01.2018 08:00";"-36.6";"738.9";"793.9";"";"67";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"-36.5";"";"";"70 – 80%.";"100-200";"";"";"1.0";"-40.4";"";"";"";"";"";"";
"21.01.2018 05:00";"-35.0";"738.0";"792.6";"";"69";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"200-300";"";"";"2.0";"-38.7";"";"";"";"";"";"";
"21.01.2018 02:00";"-33.8";"737.4";"791.7";"";"65";"Ветер, дующий с западо-северо-запада";"7";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"-38.1";"";"";"";"";"";"";
"20.01.2018 23:00";"-32.7";"736.6";"790.6";"";"61";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"600-1000";"";"";"10.0";"-37.7";"";"";"";"";"";"";
"20.01.2018 20:00";"-29.3";"735.4";"788.5";"";"66";"Ветер, дующий с западо-северо-запада";"5";"";"";"100%.";" ";"";"";"";"-25.5";"";"50%.";"1000-1500";"";"";"10.0";"-33.6";"";"";"";"";"";"";
"20.01.2018 17:00";"-26.8";"733.4";"785.8";"";"72";"Ветер, дующий с северо-запада";"5";"";"";"100%.";" ";"";"";"";"";"";"100%.";"300-600";"";"";"1.9";"-30.4";"";"";"";"";"";"";
"20.01.2018 14:00";"-25.8";"731.8";"783.8";"";"59";"Ветер, дующий с северо-северо-запада";"6";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"10.0";"-31.4";"";"";"";"";"";"";
"20.01.2018 11:00";"-26.3";"730.2";"782.2";"";"72";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"100%.";"600-1000";"";"";"10.0";"-29.9";"";"";"";"";"";"";
"20.01.2018 08:00";"-28.9";"728.2";"780.7";"";"72";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"-29.5";"";"";"100%.";"600-1000";"";"";"3.7";"-32.3";"";"";"";"";"";"";
"20.01.2018 05:00";"-28.4";"726.5";"778.8";"";"68";"Ветер, дующий с северо-северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"-32.4";"";"";"";"";"";"";
"20.01.2018 02:00";"-28.0";"725.7";"777.8";"";"71";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.6";"";"";"";"";"";"";
"19.01.2018 23:00";"-27.6";"725.9";"778.0";"";"69";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-31.5";"";"";"";"";"";"";
"19.01.2018 20:00";"-25.1";"725.8";"777.2";"";"62";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"-20.7";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.3";"";"";"";"";"";"";
"19.01.2018 17:00";"-22.3";"725.6";"776.5";"";"50";"Ветер, дующий с северо-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.0";"";"";"";"";"";"";
"19.01.2018 14:00";"-22.9";"725.5";"776.5";"";"54";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-29.6";"";"";"";"";"";"";
"19.01.2018 11:00";"-31.3";"725.9";"778.8";"";"70";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-34.9";"";"";"";"";"";"";
"19.01.2018 08:00";"-31.5";"726.1";"779.0";"";"74";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-32.2";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-34.6";"";"";"";"";"";"";
"19.01.2018 05:00";"-26.7";"725.9";"777.7";"";"70";"Ветер, дующий с северо-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.5";"";"";"";"";"";"";
"19.01.2018 02:00";"-24.0";"725.5";"776.8";"";"57";"Ветер, дующий с северо-запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.1";"";"";"";"";"";"";
"18.01.2018 23:00";"-21.0";"724.3";"774.7";"";"55";"Ветер, дующий с северо-запада";"8";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-27.8";"";"";"";"";"";"";
"18.01.2018 20:00";"-18.9";"723.1";"773.0";"";"52";"Ветер, дующий с северо-запада";"7";"10";"";"100%.";" ";"";"";"";"-10.3";"";"20–30%.";"1500-2000";"";"";"10.0";"-26.3";"";"";"";"";"";"";
"18.01.2018 17:00";"-17.6";"719.7";"769.1";"";"51";"Ветер, дующий с северо-запада";"11";"";"";"100%.";" ";"";"";"";"";"";"50%.";"1500-2000";"";"";"10.0";"-25.4";"";"";"";"";"";"";
"18.01.2018 14:00";"-13.7";"715.5";"763.9";"";"60";"Ветер, дующий с северо-северо-запада";"13";"18";"";"100%.";" ";"";"";"";"";"";"60%.";"1500-2000";"";"";"2.3";"-19.8";"";"";"";"";"";"";
"18.01.2018 11:00";"-13.3";"709.9";"757.9";"";"73";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.1";"";"";"";"";"";"";
"18.01.2018 08:00";"-18.1";"709.0";"757.9";"";"84";"Ветер, дующий с юга";"4";"";"";"100%.";" ";"";"";"-18.9";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-20.1";"";"";"";"";"";"";
"18.01.2018 05:00";"-17.0";"710.8";"759.6";"";"83";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"50%.";"600-1000";"";"";"4.0";"-19.2";"";"";"";"";"";"";
"18.01.2018 02:00";"-18.0";"709.5";"758.4";"";"83";"Ветер, дующий с северо-северо-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-20.2";"";"";"";"";"";"";
"17.01.2018 23:00";"-12.8";"708.7";"756.4";"";"75";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-16.4";"";"";"";"";"";"";
"17.01.2018 20:00";"-15.7";"709.1";"757.5";"";"83";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"-14.0";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.9";"";"";"";"";"";"";
"17.01.2018 17:00";"-15.7";"709.4";"757.9";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.6";"";"";"";"";"";"";
"17.01.2018 14:00";"-17.4";"710.7";"759.5";"";"83";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-19.6";"";"";"";"";"";"";
"17.01.2018 11:00";"-22.0";"712.4";"762.3";"";"80";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"100-200";"";"";"4.0";"-24.6";"";"";"";"";"";"";
"17.01.2018 08:00";"-21.0";"711.8";"761.4";"";"82";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"-22.5";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.3";"";"";"";"";"";"";
"17.01.2018 05:00";"-20.9";"711.3";"760.8";"";"81";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.3";"";"";"";"";"";"";
"17.01.2018 02:00";"-20.7";"711.1";"760.6";"";"82";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.0";"";"";"";"";"";"";
"16.01.2018 23:00";"-21.0";"711.5";"761.1";"";"81";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"10%  или менее, но не 0";"50-100";"";"";"10.0";"-23.4";"";"";"";"";"";"";
"16.01.2018 20:00";"-17.7";"711.7";"760.7";"";"85";"Ветер, дующий с востоко-юго-востока";"2";"";"";"100%.";" ";"";"";"";"-16.5";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-19.7";"";"";"";"";"";"";
"16.01.2018 17:00";"-17.7";"712.2";"761.2";"";"84";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-19.8";"";"";"";"";"";"";
"16.01.2018 14:00";"-19.1";"713.9";"763.3";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-21.5";"";"";"";"";"";"";
"16.01.2018 11:00";"-22.8";"715.9";"766.2";"";"79";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"50-100";"";"";"10.0";"-25.4";"";"";"";"";"";"";
"16.01.2018 08:00";"-23.1";"716.1";"766.4";"";"79";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"-23.2";"";"";"100%.";"600-1000";"";"";"4.0";"-25.7";"";"";"";"";"";"";
"16.01.2018 05:00";"-21.3";"715.5";"765.4";"";"81";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"2.5";"-23.7";"";"";"";"";"";"";
"16.01.2018 02:00";"-21.4";"714.8";"764.7";"";"81";"Ветер, дующий с западо-северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-23.8";"";"";"";"";"";"";
"15.01.2018 23:00";"-22.3";"713.2";"763.1";"";"80";"Ветер, дующий с северо-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-24.8";"";"";"";"";"";"";
"15.01.2018 20:00";"-19.3";"713.2";"762.5";"";"83";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";" ";"";"";"";"-16.7";"";"";"2500 или более, или облаков нет.";"";"";"1.5";"-21.5";"";"";"";"";"";"";
"15.01.2018 17:00";"-17.2";"712.9";"761.8";"";"85";"Ветер, дующий с западо-юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"3.0";"-19.2";"";"";"";"";"";"";
"15.01.2018 14:00";"-19.2";"713.2";"762.6";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-21.5";"";"";"";"";"";"";
"15.01.2018 11:00";"-26.2";"715.3";"766.3";"";"77";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-29.1";"";"";"";"";"";"";
"15.01.2018 08:00";"-27.2";"716.6";"767.8";"";"76";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"-27.7";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-30.1";"";"";"";"";"";"";
"15.01.2018 05:00";"-24.3";"717.5";"768.2";"";"78";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-27.0";"";"";"";"";"";"";
"15.01.2018 02:00";"-23.2";"717.9";"768.4";"";"79";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-25.8";"";"";"";"";"";"";
"14.01.2018 23:00";"-19.8";"718.1";"767.9";"";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-21.9";"";"";"";"";"";"";
"14.01.2018 20:00";"-19.0";"717.8";"767.4";"";"84";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"-14.8";"";"";"2500 или более, или облаков нет.";"";"";"2.2";"-21.1";"";"";"";"";"";"";
"14.01.2018 17:00";"-15.7";"717.1";"766.1";"";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-17.6";"";"";"";"";"";"";
"14.01.2018 14:00";"-16.3";"716.8";"765.8";"";"83";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"20–30%.";"50-100";"";"";"3.1";"-18.5";"";"";"";"";"";"";
"14.01.2018 11:00";"-22.0";"717.8";"768.1";"";"80";"Ветер, дующий с западо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"600-1000";"";"";"10.0";"-24.5";"";"";"";"";"";"";
"14.01.2018 08:00";"-23.4";"717.9";"768.4";"";"79";"Ветер, дующий с северо-северо-востока";"1";"";"";"100%.";" ";"";"";"-24.3";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-26.1";"";"";"";"";"";"";
"14.01.2018 05:00";"-23.3";"718.7";"769.3";"";"79";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"20–30%.";"100-200";"";"";"10.0";"-25.9";"";"";"";"";"";"";
"14.01.2018 02:00";"-21.2";"719.6";"769.8";"";"82";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-23.5";"";"";"";"";"";"";
"13.01.2018 23:00";"-19.8";"720.3";"770.2";"";"83";"Ветер, дующий с востоко-северо-востока";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"4.0";"-22.0";"";"";"";"";"";"";
"13.01.2018 20:00";"-13.7";"720.5";"769.3";"";"88";"Ветер, дующий с востока";"2";"";"";"20–30%.";" ";"";"";"";"-6.0";"";"";"2500 или более, или облаков нет.";"";"";"0.05";"-15.3";"";"";"";"";"";"";
"13.01.2018 17:00";"-8.8";"720.1";"768.0";"";"70";"Ветер, дующий с западо-северо-запада";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-13.4";"";"";"";"";"";"";
"13.01.2018 14:00";"-8.8";"720.0";"767.8";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-10.1";"";"";"";"";"";"";
"13.01.2018 11:00";"-11.1";"720.7";"769.0";"";"90";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"40%.";"1500-2000";"";"";"10.0";"-12.5";"";"";"";"";"";"";
"13.01.2018 08:00";"-11.6";"720.2";"768.6";"";"89";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"-12.0";"";"";"50%.";"1000-1500";"";"";"0.05";"-13.0";"";"";"";"";"";"";
"13.01.2018 05:00";"-9.1";"719.6";"767.5";"";"93";"Ветер, дующий с северо-северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"50%.";"600-1000";"";"";"2.0";"-10.1";"";"";"";"";"";"";
"13.01.2018 02:00";"-7.6";"719.1";"766.6";"";"92";"Ветер, дующий с северо-северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"60%.";"300-600";"";"";"10.0";"-8.7";"";"";"";"";"";"";
"12.01.2018 23:00";"-7.9";"718.0";"765.5";"";"93";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"70 – 80%.";"600-1000";"";"";"10.0";"-8.8";"";"";"";"";"";"";
"12.01.2018 20:00";"-9.7";"717.1";"764.8";"";"88";"Ветер, дующий с западо-северо-запада";"3";"";"";"100%.";" ";"";"";"";"-6.8";"";"70 – 80%.";"300-600";"";"";"1.0";"-11.4";"";"";"";"";"";"";
"12.01.2018 17:00";"-10.5";"715.6";"763.5";"";"85";"Ветер, дующий с запада";"7";"";"";"100%.";" ";"";"";"";"";"";"60%.";"300-600";"";"";"10.0";"-12.6";"";"";"";"";"";"";
"12.01.2018 11:00";"-8.2";"714.3";"761.6";"";"78";"Ветер, дующий с юго-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-11.4";"";"";"";"";"";"";
"12.01.2018 08:00";"-8.7";"715.3";"762.8";"";"84";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"-16.0";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-10.9";"";"";"";"";"";"";
"12.01.2018 05:00";"-15.7";"716.6";"765.5";"";"86";"Ветер, дующий с востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-17.5";"";"";"";"";"";"";
"12.01.2018 02:00";"-14.4";"717.7";"766.4";"";"89";"Ветер, дующий с востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-15.8";"";"";"";"";"";"";
"11.01.2018 23:00";"-10.1";"718.3";"766.3";"";"90";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-11.4";"";"";"";"";"";"";
"11.01.2018 20:00";"-10.6";"718.9";"766.9";"";"92";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"-4.9";"";"";"2500 или более, или облаков нет.";"";"";"2.0";"-11.7";"";"";"";"";"";"";
"11.01.2018 17:00";"-5.7";"719.8";"767.0";"";"77";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-9.2";"";"";"";"";"";"";
"11.01.2018 14:00";"-6.5";"721.1";"768.6";"";"69";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-11.4";"";"";"";"";"";"";
"11.01.2018 11:00";"-10.4";"723.0";"771.3";"";"83";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-12.7";"";"";"";"";"";"";
"11.01.2018 08:00";"-12.5";"723.6";"772.3";"";"86";"Ветер, дующий с востока";"3";"";"";"60%.";" ";"";"";"-13.2";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.4";"";"";"";"";"";"";
"11.01.2018 05:00";"-12.7";"724.0";"772.9";"";"87";"Ветер, дующий с востока";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.4";"";"";"";"";"";"";
"10.01.2018 23:00";"-12.9";"726.1";"775.1";"";"86";"Ветер, дующий с востоко-юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.8";"";"";"";"";"";"";
"10.01.2018 20:00";"-12.5";"726.9";"775.9";"";"85";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"";"-9.6";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-14.5";"";"";"";"";"";"";
"10.01.2018 17:00";"-10.8";"726.8";"775.5";"";"79";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-13.7";"";"";"";"";"";"";
"10.01.2018 14:00";"-13.2";"726.9";"775.9";"";"80";"Ветер, дующий с востоко-юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-15.9";"";"";"";"";"";"";
"10.01.2018 11:00";"-21.6";"727.9";"778.7";"";"80";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 или более, или облаков нет.";"";"";"10.0";"-24.2";"";"";"";"";"";"";
"10.01.2018 08:00";"-23.1";"727.6";"778.8";"";"79";"Ветер, дующий с востоко-северо-востока";"1";"";"";"100%.";" ";"";"";"-25.7";"";"";"70 – 80%.";"300-600";"";"";"10.0";"-25.7";"";"";"";"";"";"";
