"Местное время в Усолье-Сибирском";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"30.09.2019 17:00";"7.0";"718.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.09.2019 14:00";"6.0";"715.0";"";"";"94";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.09.2019 11:00";"5.0";"713.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.09.2019 08:00";"4.0";"714.0";"";"";"95";"Ветер, дующий с востока";"2";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.09.2019 05:00";"3.0";"715.0";"";"";"96";"Ветер, дующий с востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.09.2019 02:00";"2.0";"717.0";"";"";"96";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 23:00";"3.0";"717.0";"";"";"96";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 20:00";"4.0";"717.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 17:00";"10.0";"718.0";"";"";"69";"Ветер, дующий с северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 14:00";"9.0";"718.0";"";"";"90";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 11:00";"8.0";"717.0";"";"";"75";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 08:00";"5.0";"716.0";"";"";"88";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 05:00";"7.0";"714.0";"";"";"79";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.09.2019 02:00";"6.0";"715.0";"";"";"83";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 23:00";"8.0";"716.0";"";"";"73";"Ветер, дующий с юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 20:00";"10.0";"717.0";"";"";"62";"Ветер, дующий с юго-востока";"5";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 17:00";"15.0";"718.0";"";"";"42";"Ветер, дующий с юго-востока";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 14:00";"13.0";"720.0";"";"";"52";"Ветер, дующий с юго-востока";"5";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 11:00";"9.0";"722.0";"";"";"66";"Ветер, дующий с востока";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 08:00";"0.0";"724.0";"";"";"89";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 05:00";"-1.0";"726.0";"";"";"96";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.09.2019 02:00";"-1.0";"727.0";"";"";"96";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 23:00";"0.0";"729.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 20:00";"3.0";"729.0";"";"";"81";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 17:00";"9.0";"728.0";"";"";"51";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 14:00";"7.0";"729.0";"";"";"70";"Ветер, дующий с северо-запада";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 11:00";"4.0";"729.0";"";"";"91";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 08:00";"5.0";"727.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 05:00";"7.0";"724.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.09.2019 02:00";"10.0";"722.0";"";"";"94";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 23:00";"9.0";"721.0";"";"";"86";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 20:00";"13.0";"722.0";"";"";"68";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 17:00";"18.0";"722.0";"";"";"47";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 14:00";"17.0";"724.0";"";"";"55";"Ветер, дующий с севера";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 11:00";"14.0";"725.0";"";"";"72";"Ветер, дующий с северо-запада";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 08:00";"10.0";"725.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 05:00";"12.0";"724.0";"";"";"76";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.09.2019 02:00";"13.0";"723.0";"";"";"69";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.09.2019 23:00";"12.0";"720.0";"";"";"75";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.09.2019 20:00";"17.0";"719.0";"";"";"59";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.09.2019 17:00";"24.0";"720.0";"";"";"41";"Ветер, дующий с востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.09.2019 14:00";"22.0";"721.0";"";"";"48";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.09.2019 11:00";"15.0";"723.0";"";"";"70";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 23:00";"8.0";"724.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 20:00";"13.0";"724.0";"";"";"76";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 17:00";"23.0";"725.0";"";"";"35";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 14:00";"23.0";"726.0";"";"";"40";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 11:00";"20.0";"727.0";"";"";"46";"Ветер, дующий с северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 08:00";"5.0";"725.0";"";"";"95";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 05:00";"4.0";"722.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.09.2019 02:00";"9.0";"722.0";"";"";"78";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 23:00";"12.0";"722.0";"";"";"66";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 20:00";"14.0";"722.0";"";"";"57";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 17:00";"23.0";"723.0";"";"";"39";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 14:00";"22.0";"725.0";"";"";"42";"Ветер, дующий с юго-востока";"5";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 11:00";"17.0";"727.0";"";"";"57";"Ветер, дующий с юго-востока";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 08:00";"6.0";"728.0";"";"";"82";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 05:00";"6.0";"729.0";"";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.09.2019 02:00";"3.0";"730.0";"";"";"93";"Ветер, дующий с востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 23:00";"5.0";"730.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 20:00";"10.0";"730.0";"";"";"66";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 17:00";"19.0";"730.0";"";"";"31";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 14:00";"18.0";"731.0";"";"";"33";"Ветер, дующий с северо-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 11:00";"15.0";"732.0";"";"";"52";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 08:00";"10.0";"732.0";"";"";"82";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 05:00";"9.0";"730.0";"";"";"86";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.09.2019 02:00";"13.0";"729.0";"";"";"64";"Ветер, дующий с северо-запада";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 23:00";"11.0";"725.0";"";"";"85";"Ветер, дующий с северо-запада";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 20:00";"14.0";"724.0";"";"";"75";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 17:00";"26.0";"723.0";"";"";"28";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 14:00";"25.0";"724.0";"";"";"29";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 11:00";"17.0";"725.0";"";"";"59";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 08:00";"5.0";"724.0";"";"";"95";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 05:00";"5.0";"724.0";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.09.2019 02:00";"9.0";"724.0";"";"";"85";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 23:00";"10.0";"725.0";"";"";"78";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 20:00";"16.0";"724.0";"";"";"56";"Ветер, дующий с юго-востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 17:00";"23.0";"725.0";"";"";"38";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 14:00";"22.0";"726.0";"";"";"45";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 11:00";"14.0";"728.0";"";"";"69";"Ветер, дующий с северо-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 08:00";"5.0";"729.0";"";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 05:00";"5.0";"728.0";"";"";"96";"Ветер, дующий с востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.09.2019 02:00";"5.0";"728.0";"";"";"95";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 23:00";"7.0";"729.0";"";"";"95";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 20:00";"10.0";"728.0";"";"";"87";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 17:00";"17.0";"728.0";"";"";"53";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 14:00";"17.0";"728.0";"";"";"52";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 11:00";"12.0";"729.0";"";"";"81";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 08:00";"10.0";"729.0";"";"";"93";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.09.2019 05:00";"10.0";"728.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
