"Местное время в Усолье-Сибирском";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"03.08.2020 02:00";"13.0";"721.0";"";"";"94";"Ветер, дующий с запада";"3";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 23:00";"14.0";"722.0";"";"";"93";"Ветер, дующий с запада";"3";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 20:00";"15.0";"721.0";"";"";"93";"Ветер, дующий с запада";"3";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 17:00";"15.0";"721.0";"";"";"92";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 14:00";"16.0";"720.0";"";"";"87";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 11:00";"15.0";"719.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 08:00";"15.0";"719.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 05:00";"15.0";"718.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"02.08.2020 02:00";"16.0";"718.0";"";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 23:00";"17.0";"718.0";"";"";"93";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 20:00";"21.0";"717.0";"";"";"66";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 17:00";"22.0";"716.0";"";"";"61";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 14:00";"24.0";"715.0";"";"";"53";"Ветер, дующий с северо-запада";"4";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 11:00";"23.0";"716.0";"";"";"67";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 08:00";"17.0";"716.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 05:00";"16.0";"715.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"01.08.2020 02:00";"17.0";"715.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 23:00";"18.0";"715.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 20:00";"21.0";"715.0";"";"";"86";"Ветер, дующий с юга";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 17:00";"20.0";"715.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 14:00";"25.0";"716.0";"";"";"58";"Ветер, дующий с северо-запада";"2";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 11:00";"21.0";"718.0";"";"";"74";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 08:00";"17.0";"718.0";"";"";"87";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 05:00";"16.0";"718.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"31.07.2020 02:00";"16.0";"718.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 23:00";"16.0";"718.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 20:00";"19.0";"717.0";"";"";"90";"Ветер, дующий с запада";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 17:00";"22.0";"717.0";"";"";"68";"Ветер, дующий с севера";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 14:00";"22.0";"717.0";"";"";"68";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 11:00";"21.0";"718.0";"";"";"72";"Ветер, дующий с запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 08:00";"16.0";"718.0";"";"";"92";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 05:00";"16.0";"717.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"30.07.2020 02:00";"17.0";"717.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 23:00";"17.0";"718.0";"";"";"93";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 20:00";"19.0";"718.0";"";"";"85";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 17:00";"21.0";"717.0";"";"";"76";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 14:00";"19.0";"718.0";"";"";"87";"Штиль, безветрие";"0";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 11:00";"17.0";"718.0";"";"";"83";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 08:00";"15.0";"718.0";"";"";"93";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 05:00";"13.0";"718.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"29.07.2020 02:00";"13.0";"718.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 23:00";"15.0";"719.0";"";"";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 20:00";"22.0";"719.0";"";"";"70";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 17:00";"25.0";"719.0";"";"";"45";"Ветер, дующий с севера";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 14:00";"24.0";"720.0";"";"";"51";"Ветер, дующий с севера";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 11:00";"21.0";"721.0";"";"";"60";"Ветер, дующий с северо-запада";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 08:00";"17.0";"721.0";"";"";"81";"Ветер, дующий с запада";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 05:00";"14.0";"720.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"28.07.2020 02:00";"16.0";"719.0";"";"";"94";"Ветер, дующий с северо-запада";"1";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 23:00";"17.0";"717.0";"";"";"90";"Ветер, дующий с юго-запада";"2";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 20:00";"21.0";"716.0";"";"";"69";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 17:00";"27.0";"715.0";"";"";"35";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 14:00";"26.0";"715.0";"";"";"53";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 11:00";"23.0";"716.0";"";"";"66";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 08:00";"17.0";"716.0";"";"";"93";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 05:00";"16.0";"716.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"27.07.2020 02:00";"15.0";"716.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 23:00";"16.0";"716.0";"";"";"94";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 20:00";"18.0";"716.0";"";"";"88";"Штиль, безветрие";"0";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 17:00";"19.0";"716.0";"";"";"86";"Ветер, дующий с юго-запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 14:00";"22.0";"716.0";"";"";"69";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 11:00";"20.0";"717.0";"";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 08:00";"19.0";"716.0";"";"";"75";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 05:00";"15.0";"716.0";"";"";"93";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"26.07.2020 02:00";"16.0";"717.0";"";"";"91";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 23:00";"18.0";"718.0";"";"";"89";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 20:00";"24.0";"718.0";"";"";"57";"Ветер, дующий с юго-востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 17:00";"27.0";"719.0";"";"";"41";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 14:00";"26.0";"720.0";"";"";"44";"Ветер, дующий с севера";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 11:00";"22.0";"721.0";"";"";"58";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 08:00";"17.0";"721.0";"";"";"76";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 05:00";"17.0";"721.0";"";"";"78";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"25.07.2020 02:00";"18.0";"721.0";"";"";"75";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 23:00";"19.0";"720.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 20:00";"23.0";"718.0";"";"";"73";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 17:00";"22.0";"717.0";"";"";"85";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 14:00";"26.0";"716.0";"";"";"53";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 11:00";"24.0";"717.0";"";"";"59";"Ветер, дующий с юго-востока";"3";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 08:00";"17.0";"718.0";"";"";"86";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 05:00";"13.0";"718.0";"";"";"95";"Ветер, дующий с востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"24.07.2020 02:00";"15.0";"719.0";"";"";"94";"Ветер, дующий с востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 23:00";"16.0";"719.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 20:00";"20.0";"718.0";"";"";"80";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 17:00";"22.0";"718.0";"";"";"74";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 14:00";"22.0";"718.0";"";"";"66";"Ветер, дующий с севера";"2";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 11:00";"19.0";"718.0";"";"";"88";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 08:00";"17.0";"717.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 05:00";"16.0";"715.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"23.07.2020 02:00";"16.0";"714.0";"";"";"94";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 23:00";"16.0";"714.0";"";"";"94";"Ветер, дующий с юго-запада";"1";"";"";"";"Ливневый(ые) дождь(и) умеренный(ые) или сильный(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 20:00";"17.0";"713.0";"";"";"93";"Ветер, дующий с запада";"2";"";"";"";"Гроза слабая или умеренная без града, но с дождем и/или снегом в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 17:00";"25.0";"711.0";"";"";"49";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 14:00";"25.0";"710.0";"";"";"51";"Ветер, дующий с северо-запада";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 08:00";"15.0";"710.0";"";"";"75";"Ветер, дующий с востока";"2";"";"";"";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 05:00";"12.0";"710.0";"";"";"80";"Ветер, дующий с востока";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"22.07.2020 02:00";"14.0";"711.0";"";"";"64";"Ветер, дующий с востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 23:00";"17.0";"712.0";"";"";"55";"Ветер, дующий с юго-востока";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 20:00";"24.0";"712.0";"";"";"46";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 17:00";"27.0";"712.0";"";"";"31";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 14:00";"25.0";"713.0";"";"";"35";"Ветер, дующий с востока";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 11:00";"22.0";"713.0";"";"";"46";"Ветер, дующий с востока";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 08:00";"15.0";"714.0";"";"";"72";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 05:00";"9.0";"714.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"21.07.2020 02:00";"10.0";"715.0";"";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 23:00";"11.0";"715.0";"";"";"87";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 20:00";"19.0";"715.0";"";"";"53";"Ветер, дующий с севера";"2";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 17:00";"23.0";"715.0";"";"";"30";"Ветер, дующий с севера";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 14:00";"22.0";"716.0";"";"";"35";"Ветер, дующий с севера";"3";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 11:00";"18.0";"718.0";"";"";"44";"Ветер, дующий с северо-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 08:00";"12.0";"719.0";"";"";"73";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 05:00";"4.0";"719.0";"";"";"95";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"20.07.2020 02:00";"5.0";"719.0";"";"";"94";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 23:00";"8.0";"720.0";"";"";"92";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 20:00";"16.0";"719.0";"";"";"52";"Ветер, дующий с севера";"3";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 17:00";"19.0";"719.0";"";"";"45";"Ветер, дующий с севера";"4";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 14:00";"18.0";"720.0";"";"";"52";"Ветер, дующий с севера";"3";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 11:00";"16.0";"721.0";"";"";"67";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 08:00";"11.0";"722.0";"";"";"91";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 05:00";"8.0";"722.0";"";"";"95";"Ветер, дующий с юго-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"19.07.2020 02:00";"9.0";"722.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 23:00";"10.0";"722.0";"";"";"92";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 20:00";"16.0";"722.0";"";"";"64";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 17:00";"17.0";"721.0";"";"";"58";"Ветер, дующий с запада";"3";"";"";"";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 14:00";"15.0";"721.0";"";"";"75";"Ветер, дующий с запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 11:00";"16.0";"721.0";"";"";"77";"Ветер, дующий с северо-запада";"2";"";"";"";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 08:00";"15.0";"721.0";"";"";"90";"Ветер, дующий с северо-запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"18.07.2020 05:00";"13.0";"720.0";"";"";"95";"Ветер, дующий с запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 23:00";"13.0";"719.0";"";"";"94";"Ветер, дующий с юго-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 20:00";"17.0";"719.0";"";"";"76";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 17:00";"17.0";"719.0";"";"";"72";"Ветер, дующий с запада";"1";"";"";"";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 14:00";"21.0";"718.0";"";"";"42";"Ветер, дующий с запада";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 11:00";"20.0";"719.0";"";"";"42";"Ветер, дующий с юго-востока";"1";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 08:00";"14.0";"720.0";"";"";"69";"Ветер, дующий с востока";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 05:00";"7.0";"721.0";"";"";"93";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.07.2020 02:00";"7.0";"722.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.07.2020 23:00";"11.0";"723.0";"";"";"86";"Ветер, дующий с северо-запада";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
