Местное время на Большом Ушканьем о.;T;Po;P;Pa;U;DD;Ff;ff10;ff3;N;WW;W1;W2;Tn;Tx;Cl;Nh;H;Cm;Ch;VV;Td;RRR;tR;E;Tg;E';sss
23.11.2019 8:00;-12.0;728.0;;;80;Ветер, дующий с северо-запада;11;;;90  или более, но не 100%;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-12.7;;;;;;;10.0;;Следы осадков;12;;;;
23.11.2019 14:00;-10.7;730.0;;;65;Ветер, дующий с северо-запада;11;;;100%.; ;;;;;;;;;;50.0;;;;;;;
23.11.2019 20:00;-11.5;732.0;;;70;Ветер, дующий с северо-запада;13;;;100%.; ;;;;;;;;;;;;Осадков нет;12;;;;
24.11.2019 2:00;-10.5;732.0;;;60;Ветер, дующий с северо-запада;6;;;70 – 80%.; ;;;;;;;;;;;;;;;;;
24.11.2019 8:00;-8.8;731.0;;;59;Ветер, дующий с юго-запада;7;;;90  или более, но не 100%; ;;;-11.6;;;;;;;50.0;;Осадков нет;12;;;;
24.11.2019 14:00;-5.7;729.0;;;65;Ветер, дующий с юго-запада;10;;;100%.; ;;;;;;;;;;50.0;;;;;;;
24.11.2019 20:00;-2.8;726.0;;;56;Ветер, дующий с юго-запада;11;;;100%.; ;;;;-2.6;;;;;;;;Осадков нет;12;;;;
25.11.2019 2:00;-1.8;724.0;;;51;Ветер, дующий с юго-запада;6;;;100%.; ;;;;;;;;;;;;;;;;;
25.11.2019 8:00;-2.8;722.0;;;60;Ветер, дующий с юго-запада;8;;;100%.; ;;;-3.0;;;;;;;50.0;;Осадков нет;12;;;;
25.11.2019 14:00;-5.4;724.0;;;60;Ветер, дующий с северо-запада;12;;;100%.;Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;20.0;;;;;;;
25.11.2019 20:00;-7.8;727.0;;;64;Ветер, дующий с северо-запада;15;;;20–30%.;Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;-2.6;;;;;;;;Осадков нет;12;;;;
26.11.2019 2:00;-9.8;732.0;;;65;Ветер, дующий с северо-запада;11;;;20–30%.;Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;;;;;;;;
26.11.2019 8:00;-9.7;735.0;;;69;Ветер, дующий с северо-запада;9;;;40%.; ;;;-10.3;;;;;;;50.0;;Осадков нет;12;;;;
26.11.2019 14:00;-9.3;737.0;;;48;Ветер, дующий с северо-запада;1;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
26.11.2019 20:00;-7.9;737.0;;;56;Ветер, дующий с юга;5;;;60%.; ;;;;-7.6;;;;;;;;Осадков нет;12;;;;
27.11.2019 2:00;-10.4;737.0;;;55;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;;;;;;;;;;;;;;;
27.11.2019 8:00;-7.5;736.0;;;57;Ветер, дующий с северо-запада;1;;;10%  или менее, но не 0; ;;;-10.8;;;;;;;50.0;;Осадков нет;12;;;;
27.11.2019 14:00;-4.7;735.0;;;53;Ветер, дующий с юга;4;;;10%  или менее, но не 0; ;;;;;;;;;;50.0;;;;;;;
27.11.2019 20:00;-4.1;735.0;;;50;Ветер, дующий с юга;2;;;20–30%.; ;;;;-3.9;;;;;;;;Осадков нет;12;;;;
28.11.2019 2:00;-6.0;733.0;;;61;Ветер, дующий с севера;1;;;Облаков нет.; ;;;;;;;;;;;;;;;;;
28.11.2019 8:00;-5.3;732.0;;;63;Ветер, дующий с северо-востока;1;;;90  или более, но не 100%; ;;;-6.5;;;;;;;50.0;;Осадков нет;12;;;;
28.11.2019 14:00;-4.0;731.0;;;64;Ветер, дующий с северо-востока;1;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;;;;;;;50.0;;;;;;;
28.11.2019 20:00;-4.0;731.0;;;80;Ветер, дующий с запада;2;;;100%.;Снег с перерывами слабый в срок наблюдения. ;;;;-3.7;;;;;;;;Следы осадков;12;;;;
29.11.2019 2:00;-4.6;730.0;;;83;Ветер, дующий с юга;8;;;100%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
29.11.2019 8:00;-4.5;729.0;;;89;Ветер, дующий с юга;7;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-4.8;;;;;;;10.0;;0.2;12;;;;
29.11.2019 14:00;-4.4;728.0;;;89;Ветер, дующий с севера;7;;;100%.;Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ;;;;;;;;;;0.2;;;;;;;
29.11.2019 20:00;-4.9;727.0;;;64;Ветер, дующий с северо-запада;7;;;100%.;Состояние неба в общем не изменилось. ;;;;-3.8;;;;;;;;3.0;12;;;;
30.11.2019 2:00;-5.5;727.0;;;65;Ветер, дующий с северо-запада;7;;;20–30%.; ;;;;;;;;;;;;;;;;;
30.11.2019 8:00;-5.4;726.0;;;60;Ветер, дующий с северо-запада;10;;;100%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;-6.0;;;;;;;10.0;;Осадков нет;12;;;;
30.11.2019 14:00;-6.5;726.0;;;62;Ветер, дующий с северо-запада;9;;;100%.; ;;;;;;;;;;10.0;;;;;;;
30.11.2019 20:00;-6.6;727.0;;;59;Ветер, дующий с северо-запада;13;;;100%.; ;;;;-5.4;;;;;;;;Осадков нет;12;;;;
01.12.2019 2:00;-8.8;728.0;;;68;Ветер, дующий с северо-запада;15;;;20–30%.; ;;;;;;;;;;;;;;;;;
01.12.2019 8:00;-11.5;728.0;;;80;Ветер, дующий с северо-запада;14;;;10%  или менее, но не 0; ;;;-11.6;;;;;;;50.0;;Осадков нет;12;;;;
01.12.2019 14:00;-11.1;729.0;;;65;Ветер, дующий с северо-запада;7;;;100%.;Клочья приземного или ледяного тумана на станции, на море или на суше, высотой не более 2 м над сушей или не более 10 м над морем. ;;;;;;;;;;20.0;;;;;;;
01.12.2019 20:00;-10.0;727.0;;;55;Ветер, дующий с запада;2;;;100%.; ;;;;-9.6;;;;;;;;Осадков нет;12;;;;
02.12.2019 2:00;-9.4;724.0;;;79;Ветер, дующий с северо-запада;7;;;60%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
02.12.2019 8:00;-9.4;725.0;;;83;Ветер, дующий с севера;6;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;10.0;;0.4;12;;;;
02.12.2019 14:00;-9.6;726.0;;;63;Ветер, дующий с севера;4;;;100%.;Ливневый снег или ливневый дождь и снег. ;;;;;;;;;;2.0;;;;;;;
02.12.2019 20:00;-10.0;727.0;;;58;Ветер, дующий с севера;4;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;-9.4;;;;;;;;0.8;12;;;;
03.12.2019 2:00;-10.8;727.0;;;80;Ветер, дующий с севера;4;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;;;;;;;;;;;;;;;
03.12.2019 8:00;-11.7;729.0;;;70;Ветер, дующий с северо-востока;3;;;100%.;Ливневый снег слабый в срок наблюдения или за последний час. ;;;-11.9;;;;;;;10.0;;2.0;12;;;;
03.12.2019 14:00;-11.3;730.0;;;60;Ветер, дующий с севера;3;;;60%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;10.0;;;;;;;
03.12.2019 20:00;-11.9;732.0;;;65;Ветер, дующий с севера;4;;;90  или более, но не 100%;Снег непрерывный слабый в срок наблюдения. ;;;;-11.0;;;;;;;;0.2;12;;;;
04.12.2019 2:00;-12.2;734.0;;;65;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
04.12.2019 8:00;-11.9;736.0;;;70;Ветер, дующий с севера;4;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-12.4;;;;;;;10.0;;0.2;12;;;;
04.12.2019 14:00;-11.0;738.0;;;70;Ветер, дующий с северо-востока;3;;;90  или более, но не 100%;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;10.0;;;;;;;
04.12.2019 20:00;-10.8;738.0;;;70;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;-10.6;;;;;;;;0.4;12;;;;
05.12.2019 2:00;-9.9;736.0;;;71;Ветер, дующий с востока;1;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
05.12.2019 8:00;-8.3;734.0;;;80;Ветер, дующий с запада;4;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-10.8;;;;;;;10.0;;Следы осадков;12;;;;
05.12.2019 14:00;-6.2;732.0;;;89;Ветер, дующий с юга;10;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;10.0;;;;;;;
05.12.2019 20:00;-4.1;731.0;;;68;Ветер, дующий с северо-запада;12;;;10%  или менее, но не 0;Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;-3.0;;;;;;;;Следы осадков;12;;;;
06.12.2019 2:00;-5.4;732.0;;;70;Ветер, дующий с севера;2;;;70 – 80%.;Состояние неба в общем не изменилось. ;;;;;;;;;;;;;;;;;
06.12.2019 8:00;-5.9;732.0;;;69;Ветер, дующий с северо-востока;1;;;60%.; ;;;-5.9;;;;;;;50.0;;Осадков нет;12;;;;
06.12.2019 14:00;-4.0;731.0;;;75;Ветер, дующий с севера;1;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
06.12.2019 20:00;-4.7;729.0;;;74;Ветер, дующий с востока;1;;;90  или более, но не 100%; ;;;;-3.8;;;;;;;;Осадков нет;12;;;;
07.12.2019 2:00;-5.1;725.0;;;83;Ветер, дующий с севера;3;;;90  или более, но не 100%; ;;;;;;;;;;;;;;;;;
07.12.2019 8:00;-5.6;723.0;;;82;Ветер, дующий с востока;2;;;60%.; ;;;-6.2;;;;;;;50.0;;Осадков нет;12;;;;
07.12.2019 14:00;-4.0;721.0;;;75;Ветер, дующий с юго-востока;1;;;90  или более, но не 100%;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;20.0;;;;;;;
07.12.2019 20:00;-2.8;721.0;;;82;Ветер, дующий с юга;7;;;100%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;-2.6;;;;;;;;0.2;12;;;;
08.12.2019 2:00;-3.2;720.0;;;74;Ветер, дующий с севера;4;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;;;;;;;;;;;;;;;
08.12.2019 8:00;-3.7;720.0;;;78;Ветер, дующий с востока;1;;;70 – 80%.; ;;;-3.8;;;;;;;50.0;;0.2;12;;;;
08.12.2019 14:00;-2.5;721.0;;;72;Ветер, дующий с севера;2;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
08.12.2019 20:00;-2.1;721.0;;;75;Ветер, дующий с юга;2;;;100%.; ;;;;-2.1;;;;;;;;Осадков нет;12;;;;
09.12.2019 2:00;-2.1;720.0;;;60;Ветер, дующий с севера;6;;;100%.; ;;;;;;;;;;;;;;;;;
09.12.2019 8:00;-1.9;720.0;;;59;Ветер, дующий с северо-запада;3;;;100%.; ;;;-2.3;;;;;;;50.0;;Осадков нет;12;;;;
09.12.2019 14:00;-0.8;720.0;;;65;Ветер, дующий с юго-запада;9;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
09.12.2019 20:00;-0.4;719.0;;;62;Ветер, дующий с северо-запада;4;;;100%.; ;;;;-0.4;;;;;;;;Осадков нет;12;;;;
10.12.2019 2:00;-4.3;720.0;;;63;Ветер, дующий с северо-запада;16;;;100%.;Сильный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;;;;;;;;
10.12.2019 8:00;-6.3;722.0;;;66;Ветер, дующий с северо-запада;13;;;100%.;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;-6.5;;;;;;;50.0;;Следы осадков;12;;;;
10.12.2019 14:00;-4.9;725.0;;;61;Ветер, дующий с северо-запада;8;;;20–30%.; ;;;;;;;;;;50.0;;;;;;;
10.12.2019 20:00;-7.6;727.0;;;67;Штиль, безветрие;0;;;20–30%.; ;;;;-4.8;;;;;;;;Осадков нет;12;;;;
11.12.2019 2:00;-4.3;725.0;;;77;Ветер, дующий с юго-запада;10;;;100%.; ;;;;;;;;;;;;;;;;;
11.12.2019 8:00;-4.0;721.0;;;75;Ветер, дующий с юга;10;;;100%.; ;;;-7.6;;;;;;;50.0;;Осадков нет;12;;;;
11.12.2019 14:00;-3.7;719.0;;;76;Ветер, дующий с юга;9;;;90  или более, но не 100%;Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). ;;;;;;;;;;10.0;;;;;;;
11.12.2019 20:00;-5.3;719.0;;;65;Штиль, безветрие;0;;;100%.; ;;;;-2.5;;;;;;;;Следы осадков;12;;;;
12.12.2019 2:00;-3.0;718.0;;;71;Ветер, дующий с юго-запада;10;;;100%.; ;;;;;;;;;;;;;;;;;
12.12.2019 8:00;-0.6;715.0;;;75;Ветер, дующий с юго-запада;8;;;100%.;Снег непрерывный слабый в срок наблюдения. ;;;-3.5;;;;;;;50.0;;Следы осадков;12;;;;
12.12.2019 14:00;-1.6;718.0;;;64;Ветер, дующий с северо-запада;13;;;90  или более, но не 100%; ;;;;;;;;;;50.0;;;;;;;
12.12.2019 20:00;-1.7;722.0;;;63;Ветер, дующий с запада;4;;;70 – 80%.; ;;;;-0.8;;;;;;;;Следы осадков;12;;;;
13.12.2019 2:00;-0.6;723.0;;;66;Ветер, дующий с северо-запада;10;;;20–30%.; ;;;;;;;;;;;;;;;;;
13.12.2019 8:00;-4.0;724.0;;;62;Ветер, дующий с северо-востока;1;;;20–30%.; ;;;-4.3;;;;;;;50.0;;Осадков нет;12;;;;
13.12.2019 14:00;-0.2;723.0;;;69;Ветер, дующий с юга;7;;;70 – 80%.; ;;;;;;;;;;50.0;;;;;;;
13.12.2019 20:00;-0.5;721.0;;;66;Ветер, дующий с северо-запада;2;;;100%.; ;;;;-0.2;;;;;;;;Осадков нет;12;;;;
14.12.2019 2:00;-2.6;718.0;;;83;Штиль, безветрие;0;;;100%.; ;;;;;;;;;;;;;;;;;
14.12.2019 8:00;-1.2;717.0;;;66;Ветер, дующий с юга;6;;;100%.; ;;;-3.2;;;;;;;50.0;;Осадков нет;12;;;;
14.12.2019 14:00;-0.9;717.0;;;69;Ветер, дующий с юга;7;;;100%.; ;;;;;;;;;;50.0;;;;;;;
14.12.2019 20:00;0.0;719.0;;;67;Ветер, дующий с севера;2;;;100%.; ;;;;0.0;;;;;;;;Осадков нет;12;;;;
15.12.2019 2:00;01.янв;719.0;;;75;Ветер, дующий с юга;7;;;100%.; ;;;;;;;;;;;;;;;;;
15.12.2019 8:00;0.8;718.0;;;77;Ветер, дующий с юга;10;;;100%.; ;;;0.0;;;;;;;;;Осадков нет;12;;;;
15.12.2019 14:00;0.0;720.0;;;56;Ветер, дующий с северо-запада;11;;;100%.; ;;;;;;;;;;50.0;;;;;;;
15.12.2019 20:00;-7.3;725.0;;;69;Ветер, дующий с северо-запада;18;;;20–30%.; ;;;;0.4;;;;;;;;Осадков нет;12;;;;
16.12.2019 2:00;-7.6;728.0;;;59;Ветер, дующий с северо-запада;12;;;50%.; ;;;;;;;;;;;;;;;;;
16.12.2019 8:00;-8.7;729.0;;;65;Ветер, дующий с северо-запада;11;;;20–30%.; ;;;-8.9;;;;;;;50.0;;Осадков нет;12;;;;
16.12.2019 14:00;-8.5;729.0;;;62;Ветер, дующий с северо-запада;7;;;50%.;Осадки в поле зрения, достигающие поверхности земли или моря на расстоянии более 5 км от станции. ;;;;;;;;;;10.0;;;;;;;
16.12.2019 20:00;-9.7;730.0;;;60;Ветер, дующий с северо-запада;10;;;20–30%.; ;;;;-8.5;;;;;;;;Осадков нет;12;;;;
17.12.2019 2:00;-10.5;731.0;;;65;Ветер, дующий с северо-запада;8;;;100%.; ;;;;;;;;;;;;;;;;;
