poryadkovy_nomer;tip;razryad;ugms;imya_stancii;repernayavekovay;sinopticheski_in;obshhesoyuzny_no;obshhesoyuzny_no1;obshhesoyuzny_no2;shirota;dolgota;raznost_mezhdu_p;territorialny_ko;cgms;status_sete_klim;priznak_proveden;priznak_proveden1;status_sete_gidr;status_sete_mors;status_sete_agro;priznak_proveden2;priznak_proveden3;priznak_proveden4;priznak_proveden5;stanciya_zakonse;data_zakrytiya_s;id;is_deleted;classname;created_by;edited_by;edited_on;created_on;published;point;kontroliruemye_p;vidy_informacion;vidy_infyx_resur;nablyudaemye_pok;periodichnost_ot
4949;Гидрологический пост;1;ФГБУ Иркутское УГМС;ТИБЕЛЬТИ;0;;5147103161;;;51.78;103.26;5;138;Байкальский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;205;f;;50f7a1d80d58140037000006;;26.02.2021 17:10;2021-02-26 17:10:55.1729+08;f;0104000020E6100000010000000101000000713D0AD7A3D05940A4703D0AD7E34940;;;;;
4598;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;ЧЕРЕМХОВО;0;30944;5061021;;;50.58;110.15;6;175;Отсутствует;3;0;0;0;0;0;0;0;0;1;0;;206;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.188411;2021-02-26 17:10:55.188411+08;f;0104000020E61000000100000001010000009A99999999895B400AD7A3703D4A4940;;;;;
4875;Метеорологический пост;2;ФГБУ Иркутское УГМС;ОНГУРЁН;0;65619;5338107351;;;53.63;107.58;5;138;Отсутствует;4;0;0;0;0;0;0;0;0;1;0;;207;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.207194;2021-02-26 17:10:55.207194+08;f;0104000020E610000001000000010100000085EB51B81EE55A40713D0AD7A3D04A40;;;;;
4690;Гидрологический пост;1;ФГБУ Забайкальское УГМС;СОБОЛИХА-р.Турка;1;;525510824;;;52.92;108.40;5;104;Бурятский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;208;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.229032;2021-02-26 17:10:55.229032+08;f;0104000020E61000000100000001010000009A99999999195B40F6285C8FC2754A40;;;;;
5008;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;АНГАРСК №25;0;;;;;52.57;103.95;5;138;Отсутствует;0;0;0;0;0;0;0;0;0;1;0;;209;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.244643;2021-02-26 17:10:55.244643+08;f;0104000020E6100000010000000101000000CDCCCCCCCCFC5940295C8FC2F5484A40;;;;;
4623;Гидрологическая станция;1;ФГБУ Забайкальское УГМС;ТАКСИМО;1;30356;5641481;;30356;56.38;114.83;5;104;Бурятский ЦГМС;2;0;0;1;0;3;0;0;0;1;0;;210;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.260858;2021-02-26 17:10:55.260858+08;f;0104000020E610000001000000010100000085EB51B81EB55C40713D0AD7A3304C40;;;;;
4882;Гидрологический пост;1;ФГБУ Иркутское УГМС;АХИНЫ;0;;5317104581;;;53.28;104.97;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;211;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.278169;2021-02-26 17:10:55.278169+08;f;0104000020E6100000010000000101000000AE47E17A143E5A40A4703D0AD7A34A40;;;;;
5944;Пристанционный гидрологический пост;3;ФГБУ Иркутское УГМС;ИНГА (ГП ПРИ ИНГА М);0;;;;;52.97;101.98;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;212;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.295798;2021-02-26 17:10:55.295798+08;f;0104000020E61000000100000001010000001F85EB51B87E59405C8FC2F5287C4A40;;;;;
5019;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;ЗИМА №1;0;;;;;53.93;102.05;5;138;Отсутствует;0;0;0;0;0;0;0;0;0;1;0;;213;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.31916;2021-02-26 17:10:55.31916+08;f;0104000020E61000000100000001010000003333333333835940D7A3703D0AF74A40;;;;;
6107;Пристанционный гидрологический пост;3;ФГБУ Иркутское УГМС;КАЗАЧИНСКОЕ (ГП ПРИ КАЗАЧИНСКОЕ М);0;;;;;56.28;107.61;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;214;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.342073;2021-02-26 17:10:55.342073+08;f;0104000020E6100000010000000101000000D7A3703D0AE75A40A4703D0AD7234C40;;;;;
4703;Гидрологический пост;1;ФГБУ Забайкальское УГМС;УРУЛЬГА-р.Урульга;0;;514711449;;;51.78;114.80;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;215;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.364153;2021-02-26 17:10:55.364153+08;f;0104000020E61000000100000001010000003333333333B35C40A4703D0AD7E34940;;;;;
4731;Пристанционный гидрологический пост;3;ФГБУ Забайкальское УГМС;УЛАН-УДЭ (ГП ПРИ УЛАН-УДЭ ОГМС)-р.Селенга;1;;;;;51.85;107.57;5;104;Бурятский ЦГМС;0;0;0;2;0;0;0;0;0;1;0;;217;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.404815;2021-02-26 17:10:55.404815+08;f;0104000020E610000001000000010100000014AE47E17AE45A40CDCCCCCCCCEC4940;;;;;
4548;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;ДАРАСУН;0;30858;5121371;;;51.20;113.72;6;175;Отсутствует;4;0;0;0;0;0;0;0;0;1;0;;218;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.421005;2021-02-26 17:10:55.421005+08;f;0104000020E6100000010000000101000000AE47E17A146E5C409A99999999994940;;;;;
4655;Гидрологический пост;1;ФГБУ Забайкальское УГМС;КАРПОВКА-р.Карповка;0;;521211332;;;52.20;113.53;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;219;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.440676;2021-02-26 17:10:55.440676+08;f;0104000020E610000001000000010100000052B81E85EB615C409A99999999194A40;;;;;
5842;Пристанционный гидрологический пост;2;ФГБУ Забайкальское УГМС;УКЫР (ГП ПРИ МЕНЗА М)-р.Менза;1;;;;;49.45;108.87;6;175;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;220;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.460589;2021-02-26 17:10:55.460589+08;f;0104000020E610000001000000010100000048E17A14AE375B409A99999999B94840;;;;;
4859;Объединенная гидрометеорологическая станция;0;ФГБУ Иркутское УГМС;НИЖНЕУДИНСК;0;29698;5499900;;;54.88;99.03;5;138;Отсутствует;3;0;1;1;0;0;0;0;0;1;0;;222;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.495677;2021-02-26 17:10:55.495677+08;f;0104000020E610000001000000010100000052B81E85EBC15840713D0AD7A3704B40;;;;;
5940;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;ДАБАДЫ (ГП ПРИ ДАБАДЫ М);0;30714;5210271;;;52.10;102.68;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;224;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.532881;2021-02-26 17:10:55.532881+08;f;0104000020E6100000010000000101000000EC51B81E85AB5940CDCCCCCCCC0C4A40;;;;;
4868;Агрометеорологическая станция;0;ФГБУ Иркутское УГМС;ТУЛУН;1;30504;5460061;;30504;54.60;100.63;5;138;Отсутствует;2;0;0;1;0;2;0;1;0;1;0;;225;f;;50f7a1d80d58140037000006;;26.02.2021 17:10;2021-02-26 17:10:55.5496+08;f;0104000020E6100000010000000101000000B81E85EB51285940CDCCCCCCCC4C4B40;;;;;
4870;Озерная гидрометеорологическая станция;0;ФГБУ Иркутское УГМС;БАЛАГАНСК;1;30612;5400301;;30612;54.00;103.07;5;138;Отсутствует;2;0;0;1;0;3;0;0;0;1;0;;226;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.567408;2021-02-26 17:10:55.567408+08;f;0104000020E610000001000000010100000014AE47E17AC459400000000000004B40;;;;;
4563;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;МАНГУТ;1;30954;4971271;;30954;49.70;112.67;6;175;Отсутствует;2;0;0;0;0;0;0;1;0;1;0;;228;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.604234;2021-02-26 17:10:55.604234+08;f;0104000020E61000000100000001010000007B14AE47E12A5C409A99999999D94840;;;;;
4564;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;МЕНЗА;0;30938;4940891;;;49.43;108.85;6;175;Отсутствует;3;0;0;0;0;0;0;0;0;1;0;;229;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.632461;2021-02-26 17:10:55.632461+08;f;0104000020E61000000100000001010000006666666666365B40D7A3703D0AB74840;;;;;
4869;Агрометеорологическая станция;0;ФГБУ Иркутское УГМС;ХОМУТОВО;1;30716;5250441;;30716;52.46;104.36;5;138;Отсутствует;2;0;0;1;0;2;0;1;0;1;0;;230;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.679439;2021-02-26 17:10:55.679439+08;f;0104000020E6100000010000000101000000D7A3703D0A175A407B14AE47E13A4A40;;;;;
4559;Метеорологическая станция;3;ФГБУ Забайкальское УГМС;КСЕНЬЕВСКАЯ;0;30675;5351871;;;53.55;118.72;6;175;Отсутствует;3;0;0;0;0;0;0;0;0;1;0;;231;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.698758;2021-02-26 17:10:55.698758+08;f;0104000020E6100000010000000101000000AE47E17A14AE5D406666666666C64A40;;;;;
4887;Гидрологический пост;1;ФГБУ Иркутское УГМС;БОЛЬШАЯ ТАРЕЛЬ;2;;5345106341;;;53.75;106.57;5;138;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;232;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.734299;2021-02-26 17:10:55.734299+08;f;0104000020E610000001000000010100000014AE47E17AA45A400000000000E04A40;;;;;
6152;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;ЗУЛУМАЙ (ГП ПРИ ЗУЛУМАЙ М);0;;5342101211;;;53.70;101.35;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;233;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.757156;2021-02-26 17:10:55.757156+08;f;0104000020E610000001000000010100000066666666665659409A99999999D94A40;;;;;
5971;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;КАРАМ (ГП ПРИ КАРАМ М);0;;;;;55.15;107.62;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;234;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.782625;2021-02-26 17:10:55.782625+08;f;0104000020E610000001000000010100000048E17A14AEE75A403333333333934B40;;;;;
4902;Гидрологический пост;1;ФГБУ Иркутское УГМС;ЗНАМЕНКА;0;;5443104511;;;54.72;104.85;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;235;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.81866;2021-02-26 17:10:55.81866+08;f;0104000020E61000000100000001010000006666666666365A405C8FC2F5285C4B40;;;;;
4903;Гидрологический пост;1;ФГБУ Иркутское УГМС;ЗУЕВА;0;;533210601;;;53.53;106.00;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;236;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.870631;2021-02-26 17:10:55.870631+08;f;0104000020E61000000100000001010000000000000000805A40A4703D0AD7C34A40;;;;;
5946;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;КУНЕРМА (ГП ПРИ КУНЕРМА М);0;;;;;55.80;108.40;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;237;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.889154;2021-02-26 17:10:55.889154+08;f;0104000020E61000000100000001010000009A99999999195B406666666666E64B40;;;;;
4930;Гидрологический пост;1;ФГБУ Иркутское УГМС;ОРЛОВА;0;;5815109011;;;58.25;109.01;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;238;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.921764;2021-02-26 17:10:55.921764+08;f;0104000020E6100000010000000101000000713D0AD7A3405B400000000000204D40;;;;;
5964;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;ХУЖИР (ОГП ПРИ ХУЖИР М);0;;5320731;;;53.20;107.33;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;239;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.938843;2021-02-26 17:10:55.938843+08;f;0104000020E610000001000000010100000085EB51B81ED55A409A99999999994A40;;;;;
4920;Гидрологический пост;1;ФГБУ Иркутское УГМС;МЕТЛЯЕВА;0;;5407102521;;;54.11;102.86;5;138;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;240;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.956238;2021-02-26 17:10:55.956238+08;f;0104000020E6100000010000000101000000D7A3703D0AB75940AE47E17A140E4B40;;;;;
5960;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;ТАНГУЙ (ОГП ПРИ ТАНГУЙ М);0;;554010;;;55.38;101.03;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;241;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.973783;2021-02-26 17:10:55.973783+08;f;0104000020E610000001000000010100000052B81E85EB415940713D0AD7A3B04B40;;;;;
6137;Гидрологический пост;2;ФГБУ Забайкальское УГМС;ХОЙТО-АГА-р.Хойто-Ага (Хойт-Ага);0;;;;;51.07;114.10;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;242;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:55.994723;2021-02-26 17:10:55.994723+08;f;0104000020E61000000100000001010000006666666666865C40295C8FC2F5884940;;;;;
5832;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;БУРГЕНЬ (ГП ПРИ БУРГЕНЬ М)-р.Чита (Читинка);1;;;;;52.42;113.77;6;175;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;243;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.011397;2021-02-26 17:10:56.011397+08;f;0104000020E6100000010000000101000000E17A14AE47715C40F6285C8FC2354A40;;;;;
4543;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;БОЛЬШАЯ ЛЕПРИНДА;0;30374;5671761;;;56.65;117.62;6;175;Отсутствует;3;0;0;0;0;0;0;0;0;0;0;;244;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.025987;2021-02-26 17:10:56.025987+08;f;0104000020E610000001000000010100000048E17A14AE675D403333333333534C40;;;;;
5881;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;ЧАРА (ГП ПРИ ЧАРА ОГМС)-р.Чара;1;;;;;56.90;118.28;6;175;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;245;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.046442;2021-02-26 17:10:56.046442+08;f;0104000020E610000001000000010100000052B81E85EB915D403333333333734C40;;;;;
6220;Гидрологический пост;1;ФГБУ Забайкальское УГМС;ВАРВАРИНСКИЙ-р.Витимкан;1;;;;;54.00;112.42;5;104;Бурятский ЦГМС;0;0;0;2;0;0;0;0;0;1;0;;246;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.067014;2021-02-26 17:10:56.067014+08;f;0104000020E61000000100000001010000007B14AE47E11A5C400000000000004B40;;;;;
4573;Метеорологическая станция;2;ФГБУ Забайкальское УГМС;ПЕТРОПАВЛОВКА;0;30924;5060531;;30924;50.62;105.30;5;104;Бурятский ЦГМС;3;0;0;0;0;2;0;0;0;1;0;;247;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.081445;2021-02-26 17:10:56.081445+08;f;0104000020E61000000100000001010000003333333333535A408FC2F5285C4F4940;;;;;
5287;Гидрологический пост;1;ФГБУ Иркутское УГМС;СЛЮДЯНКА;2;;;;;51.65;103.73;5;138;Байкальский ЦГМС;0;0;0;2;0;0;0;0;0;1;0;;248;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.09913;2021-02-26 17:10:56.09913+08;f;0104000020E61000000100000001010000001F85EB51B8EE59403333333333D34940;;;;;
5872;Пристанционный гидрологический пост;2;ФГБУ Забайкальское УГМС;НОВОЦУРУХАЙТУЙ(ПРИАРГУНСК) (ГП ПРИ ПРИАРГУНСК М)-р.Аргунь;1;;;;;50.40;119.13;6;175;Отсутствует;0;0;0;2;0;0;0;0;0;0;0;;250;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.135527;2021-02-26 17:10:56.135527+08;f;0104000020E6100000010000000101000000B81E85EB51C85D403333333333334940;;;;;
4796;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;СУХАЯ-р.Большая Сухая (ГП);1;;;;;52.57;107.13;5;104;Бурятский ЦГМС;0;0;0;2;0;0;0;0;0;1;0;;251;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.152722;2021-02-26 17:10:56.152722+08;f;0104000020E6100000010000000101000000B81E85EB51C85A40295C8FC2F5484A40;;;;;
4801;Центр по гидрометеорологии и мониторингу окружающей среды;1;ФГБУ Иркутское УГМС;БРАТСК;1;30309;5630171;;;56.28;101.75;5;138;Братский ЦГМС;2;0;1;3;0;0;0;1;0;1;0;;252;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.17042;2021-02-26 17:10:56.17042+08;f;0104000020E61000000100000001010000000000000000705940A4703D0AD7234C40;;;;;
5025;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;УСТЬ-ИЛИМСК №1;0;;;;;58.03;102.73;5;138;Братский ЦГМС;0;0;0;0;0;0;0;0;0;1;0;;253;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.18857;2021-02-26 17:10:56.18857+08;f;0104000020E61000000100000001010000001F85EB51B8AE5940A4703D0AD7034D40;;;;;
5845;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;НОВАЯ КУРБА (ГП ПРИ НОВАЯ КУРБА М)-р.Курба;1;;;;;52.05;108.52;5;104;Бурятский ЦГМС;0;0;0;2;0;0;0;0;0;1;0;;254;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.208119;2021-02-26 17:10:56.208119+08;f;0104000020E6100000010000000101000000E17A14AE47215B406666666666064A40;;;;;
4924;Гидрологический пост;3;ФГБУ Иркутское УГМС;МАРКОВО;0;;;;;57.33;107.06;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;255;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.226933;2021-02-26 17:10:56.226933+08;f;0104000020E6100000010000000101000000A4703D0AD7C35A400AD7A3703DAA4C40;;;;;
4971;Гидрологический пост;2;ФГБУ Иркутское УГМС;ШИРОКОВО;0;;5526099240;;;55.43;99.40;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;274;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.587202;2021-02-26 17:10:56.587202+08;f;0104000020E61000000100000001010000009A99999999D95840D7A3703D0AB74B40;;;;;
32202;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;МОГОЧА (ГП при МОГОЧА ОГМС)-р.Среднее Олонгро;0;;;;;53.733333333333334;119.75;6;;Отсутствует;0;0;0;3;0;0;0;0;0;0;;;257;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.260067;2021-02-26 17:10:56.260067+08;f;0104000020E61000000100000001010000000000000000F05D40DEDDDDDDDDDD4A40;;;;;
4702;Гидрологический пост;1;ФГБУ Забайкальское УГМС;УЛЬДУРГА-р.Ульдурга;0;;523211504;;;52.53;115.07;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;0;0;;258;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.281827;2021-02-26 17:10:56.281827+08;f;0104000020E610000001000000010100000014AE47E17AC45C40A4703D0AD7434A40;;;;;
4692;Гидрологический пост;1;ФГБУ Забайкальское УГМС;ТАНХА-р.Кручина;0;;515711359;;;51.97;113.98;6;175;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;259;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.302608;2021-02-26 17:10:56.302608+08;f;0104000020E61000000100000001010000001F85EB51B87E5C405C8FC2F528FC4940;;;;;
5948;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;КАЛТУК (ОГП ПРИ КАЛТУК М);0;;;;;55.68;101.75;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;260;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.320642;2021-02-26 17:10:56.320642+08;f;0104000020E61000000100000001010000000000000000705940D7A3703D0AD74B40;;;;;
4619;Гидрологическая станция;1;ФГБУ Забайкальское УГМС;АТАМАНОВКА;0;30850;;;;51.95;113.63;6;175;Отсутствует;0;0;0;1;0;0;0;0;0;1;0;;261;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.343903;2021-02-26 17:10:56.343903+08;f;0104000020E6100000010000000101000000B81E85EB51685C409A99999999F94940;;;;;
4937;Гидрологический пост;2;ФГБУ Иркутское УГМС;ПЕТРОПАВЛОВСКОЕ;0;;5813108551;;;58.21;108.91;5;138;Отсутствует;1;0;0;3;0;0;0;0;0;1;0;;262;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.366217;2021-02-26 17:10:56.366217+08;f;0104000020E61000000100000001010000000AD7A3703D3A5B407B14AE47E11A4D40;;;;;
5026;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;УСТЬ-ИЛИМСК №2;0;;;;;58.03;102.73;5;138;Братский ЦГМС;0;0;0;0;0;0;0;0;0;1;0;;263;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.383578;2021-02-26 17:10:56.383578+08;f;0104000020E61000000100000001010000001F85EB51B8AE5940A4703D0AD7034D40;;;;;
5976;Пристанционный гидрологический пост;1;ФГБУ Иркутское УГМС;БАЛАГАНСК (ОГП ПРИ БАЛАГАНСК О);0;30612;537033;;30612;53.72;103.33;5;138;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;265;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.426974;2021-02-26 17:10:56.426974+08;f;0104000020E610000001000000010100000085EB51B81ED559405C8FC2F528DC4A40;;;;;
4858;Объединенная гидрометеорологическая станция;0;ФГБУ Иркутское УГМС;ИРКУТСК-ОБСЕРВАТОРИЯ;1;30710;5230431;;;52.26;104.32;5;138;Отсутствует;2;0;0;0;0;0;0;1;0;1;0;;266;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.442735;2021-02-26 17:10:56.442735+08;f;0104000020E610000001000000010100000014AE47E17A145A40E17A14AE47214A40;;;;;
5032;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;СВИРСК №1;0;;;;;53.08;103.35;5;138;Отсутствует;0;0;0;0;0;0;0;0;0;1;0;;267;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.459688;2021-02-26 17:10:56.459688+08;f;0104000020E61000000100000001010000006666666666D659400AD7A3703D8A4A40;;;;;
4739;Озерный гидрометеорологический пост;2;ФГБУ Забайкальское УГМС;ГУСИНОЕ ОЗЕРО-оз.Гусиное;1;;510710617;;;51.12;106.28;5;104;Бурятский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;268;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.480973;2021-02-26 17:10:56.480973+08;f;0104000020E610000001000000010100000052B81E85EB915A408FC2F5285C8F4940;;;;;
5847;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;ОЛОВЯННАЯ (ГП ПРИ ОЛОВЯННАЯ М)-р.Онон;1;;;;;50.95;115.60;6;175;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;270;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.515104;2021-02-26 17:10:56.515104+08;f;0104000020E61000000100000001010000006666666666E65C409A99999999794940;;;;;
4904;Гидрологический пост;1;ФГБУ Иркутское УГМС;ЗУН-МУРИН;0;;5143102511;;;51.71666666666667;102.85;5;104;Байкальский ЦГМС;1;0;0;2;0;0;0;0;0;1;0;;271;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.532455;2021-02-26 17:10:56.532455+08;f;0104000020E61000000100000001010000006666666666B65940BCBBBBBBBBDB4940;;;;;
5876;Пристанционный гидрологический пост;1;ФГБУ Забайкальское УГМС;АТАМАНОВКА (ГП ПРИ АТАМАНОВКА Г)-р.Ингода;1;;;;;51.95;113.60;6;175;Отсутствует;0;0;0;2;0;0;0;0;0;1;0;;272;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.551765;2021-02-26 17:10:56.551765+08;f;0104000020E61000000100000001010000006666666666665C409A99999999F94940;;;;;
4998;Озерный гидрометеорологический пост;1;ФГБУ Иркутское УГМС;УСТЬ-ИЛИМСКАЯ ГЭС В/Б;0;;;;;57.96;102.70;5;138;Братский ЦГМС;0;0;0;2;0;0;0;0;0;1;0;;273;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.569666;2021-02-26 17:10:56.569666+08;f;0104000020E6100000010000000101000000CDCCCCCCCCAC59407B14AE47E1FA4C40;;;;;
4892;Гидрологический пост;1;ФГБУ Иркутское УГМС;ВЕРХНЕКАРЕЛИНА;0;;5752107501;;;57.87;107.83;5;138;Отсутствует;1;0;0;2;0;0;0;0;0;1;0;;276;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.622937;2021-02-26 17:10:56.622937+08;f;0104000020E610000001000000010100000085EB51B81EF55A408FC2F5285CEF4C40;;;;;
5015;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;БРАТСК №8;0;;;;;56.28;101.75;5;138;Братский ЦГМС;0;0;0;0;0;0;0;0;0;1;0;;277;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.641505;2021-02-26 17:10:56.641505+08;f;0104000020E61000000100000001010000000000000000705940A4703D0AD7234C40;;;;;
4927;Гидрологический пост;1;ФГБУ Иркутское УГМС;ОКТЯБРЬСКИЙ;0;;;;;56.28;99.58;5;138;Отсутствует;0;0;0;3;0;0;0;0;0;1;0;;278;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.660797;2021-02-26 17:10:56.660797+08;f;0104000020E610000001000000010100000085EB51B81EE55840A4703D0AD7234C40;;;;;
4622;Гидрологическая станция;2;ФГБУ Забайкальское УГМС;КЯХТА;1;30925;5040651;;30925;50.37;106.45;5;104;Бурятский ЦГМС;2;0;0;1;0;3;0;1;0;1;0;;279;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.675648;2021-02-26 17:10:56.675648+08;f;0104000020E6100000010000000101000000CDCCCCCCCC9C5A408FC2F5285C2F4940;;;;;
5021;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;ИРКУТСК №2;0;;;;;52.29;104.28;5;138;Отсутствует;0;0;0;0;0;0;0;0;0;1;0;;280;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.695628;2021-02-26 17:10:56.695628+08;f;0104000020E610000001000000010100000052B81E85EB115A4085EB51B81E254A40;;;;;
5023;Пост наблюдения за загрязнением природной среды;0;ФГБУ Иркутское УГМС;ИРКУТСК №20;0;;;;;52.35;104.21;5;138;Отсутствует;0;0;0;0;0;0;0;0;0;1;0;;281;f;;50f7a1d80d58140037000006;;2021-02-26 17:10:56.715113;2021-02-26 17:10:56.715113+08;f;0104000020E61000000100000001010000003D0AD7A3700D5A40CDCCCCCCCC2C4A40;;;;;
